Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),7 Day Total Sales ,Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),Number of Days,Key,Short Key,Impressions Per Day,Spend Per Day,Sales Per Day
25-May-21,19-Jun-21,Floral,ASIN,"asin=""B07ZHML9NH""",-,b07zhml9nh,2351,27,1.15%,0.84,124.95,22.78,18.23%,5.49,25,"b07zhml9nh Floral ASIN asin=""B07ZHML9NH""",b07zhml9nh Floral,94.04,0.9112,4.998
26-May-21,19-Jun-21,Floral,ASIN,"asin=""B07ZKZZS5X""",-,b07zkzzs5x,1195,22,1.84%,0.87,174.93,19.07,10.90%,9.17,24,"b07zkzzs5x Floral ASIN asin=""B07ZKZZS5X""",b07zkzzs5x Floral,49.791666666666664,0.7945833333333333,7.28875
5-Jun-21,18-Jun-21,Floral,ASIN,"asin=""B07ZL1PTK7""",-,b07zl1ptk7,839,6,0.72%,1.12,0.0,6.7,0,0.0,13,"b07zl1ptk7 Floral ASIN asin=""B07ZL1PTK7""",b07zl1ptk7 Floral,64.53846153846153,0.5153846153846154,0.0
25-May-21,19-Jun-21,Floral,ASIN,"asin=""B078WRHG9X""",-,b078wrhg9x,6492,82,1.26%,0.93,124.95,76.35,61.10%,1.64,25,"b078wrhg9x Floral ASIN asin=""B078WRHG9X""",b078wrhg9x Floral,259.68,3.054,4.998
2-Jun-21,6-Jun-21,Floral,ASIN,"asin=""B0847HBFWX""",-,b0847hbfwx,45,3,6.67%,0.95,0.0,2.84,0,0.0,4,"b0847hbfwx Floral ASIN asin=""B0847HBFWX""",b0847hbfwx Floral,11.25,0.71,0.0
26-May-21,17-Jun-21,Floral,ASIN,"asin=""B006H75WL2""",-,b006h75wl2,130,5,3.85%,0.42,0.0,2.08,0,0.0,22,"b006h75wl2 Floral ASIN asin=""B006H75WL2""",b006h75wl2 Floral,5.909090909090909,0.09454545454545454,0.0
25-May-21,19-Jun-21,Floral,ASIN,"asin=""B07QFCC91T""",-,b07qfcc91t,13238,206,1.56%,1.39,639.75,285.65,44.65%,2.24,25,"b07qfcc91t Floral ASIN asin=""B07QFCC91T""",b07qfcc91t Floral,529.52,11.425999999999998,25.59
30-May-21,13-Jun-21,Floral,ASIN,"asin=""B083Z1FCCJ""",-,b083z1fccj,110,5,4.55%,0.92,0.0,4.6,0,0.0,14,"b083z1fccj Floral ASIN asin=""B083Z1FCCJ""",b083z1fccj Floral,7.857142857142857,0.32857142857142857,0.0
28-May-21,15-Jun-21,Floral,ASIN,"asin=""B071CSJXWN""",-,b071csjxwn,185,3,1.62%,1.31,49.98,3.93,7.86%,12.72,18,"b071csjxwn Floral ASIN asin=""B071CSJXWN""",b071csjxwn Floral,10.277777777777779,0.21833333333333335,2.7766666666666664
18-Jun-21,18-Jun-21,Floral,ASIN,"asin=""B07K2MXK18""",-,b07k2mxk18,66,1,1.52%,0.93,49.98,0.93,1.86%,53.74,1,"b07k2mxk18 Floral ASIN asin=""B07K2MXK18""",b07k2mxk18 Floral,66.0,0.93,49.98
30-May-21,13-Jun-21,Floral,ASIN,"asin=""B082KJGKTS""",-,b082kjgkts,220,6,2.73%,0.87,0.0,5.24,0,0.0,14,"b082kjgkts Floral ASIN asin=""B082KJGKTS""",b082kjgkts Floral,15.714285714285714,0.3742857142857143,0.0
27-May-21,14-Jun-21,Floral,ASIN,"asin=""B082DDHLB5""",-,b082ddhlb5,389,7,1.80%,1.16,0.0,8.13,0,0.0,18,"b082ddhlb5 Floral ASIN asin=""B082DDHLB5""",b082ddhlb5 Floral,21.61111111111111,0.4516666666666667,0.0
15-Jun-21,18-Jun-21,Floral,ASIN,"asin=""B07V59XDQM""",-,b07v59xdqm,165,3,1.82%,1.21,0.0,3.63,0,0.0,3,"b07v59xdqm Floral ASIN asin=""B07V59XDQM""",b07v59xdqm Floral,55.0,1.21,0.0
26-May-21,17-Jun-21,Floral,ASIN,"asin=""B07DDB4F7B""",-,b07ddb4f7b,4006,25,0.62%,1.19,49.98,29.75,59.52%,1.68,22,"b07ddb4f7b Floral ASIN asin=""B07DDB4F7B""",b07ddb4f7b Floral,182.0909090909091,1.3522727272727273,2.2718181818181815
28-May-21,15-Jun-21,Floral,ASIN,"asin=""B07RZ9RZ5M""",-,b07rz9rz5m,444,6,1.35%,1.09,0.0,6.52,0,0.0,18,"b07rz9rz5m Floral ASIN asin=""B07RZ9RZ5M""",b07rz9rz5m Floral,24.666666666666668,0.3622222222222222,0.0
1-Jun-21,10-Jun-21,Floral,ASIN,"asin=""B07S8JXCDG""",-,b07s8jxcdg,508,4,0.79%,1.06,24.99,4.24,16.97%,5.89,9,"b07s8jxcdg Floral ASIN asin=""B07S8JXCDG""",b07s8jxcdg Floral,56.44444444444444,0.47111111111111115,2.7766666666666664
26-May-21,18-Jun-21,Floral,ASIN,"asin=""B07FP5P7FS""",-,b07fp5p7fs,694,16,2.31%,1.41,49.98,22.56,45.14%,2.22,23,"b07fp5p7fs Floral ASIN asin=""B07FP5P7FS""",b07fp5p7fs Floral,30.17391304347826,0.9808695652173912,2.1730434782608694
26-May-21,17-Jun-21,Floral,ASIN,"asin=""B07YL97665""",-,b07yl97665,145,3,2.07%,0.41,0.0,1.22,0,0.0,22,"b07yl97665 Floral ASIN asin=""B07YL97665""",b07yl97665 Floral,6.590909090909091,0.05545454545454545,0.0
29-May-21,18-Jun-21,Floral,ASIN,"asin=""B07DD9WBZW""",-,b07dd9wbzw,647,11,1.70%,0.88,24.99,9.7,38.82%,2.58,20,"b07dd9wbzw Floral ASIN asin=""B07DD9WBZW""",b07dd9wbzw Floral,32.35,0.485,1.2494999999999998
27-May-21,17-Jun-21,Floral,ASIN,"asin=""B01MG7OE9X""",-,b01mg7oe9x,2136,28,1.31%,0.82,0.0,23.08,0,0.0,21,"b01mg7oe9x Floral ASIN asin=""B01MG7OE9X""",b01mg7oe9x Floral,101.71428571428571,1.099047619047619,0.0
28-May-21,18-Jun-21,Floral,ASIN,"asin=""B07FZM2HRL""",-,b07fzm2hrl,448,14,3.13%,0.93,49.98,13.0,26.01%,3.84,21,"b07fzm2hrl Floral ASIN asin=""B07FZM2HRL""",b07fzm2hrl Floral,21.333333333333332,0.6190476190476191,2.38
7-Jun-21,7-Jun-21,Floral,ASIN,"asin=""B07GWP6VQD""",-,b07gwp6vqd,39,1,2.56%,0.28,0.0,0.28,0,0.0,1,"b07gwp6vqd Floral ASIN asin=""B07GWP6VQD""",b07gwp6vqd Floral,39.0,0.28,0.0
28-May-21,18-Jun-21,Floral,ASIN,"asin=""B0757H88LH""",-,b0757h88lh,1478,24,1.62%,1.28,99.96,30.74,30.75%,3.25,21,"b0757h88lh Floral ASIN asin=""B0757H88LH""",b0757h88lh Floral,70.38095238095238,1.4638095238095237,4.76
27-May-21,18-Jun-21,Floral,ASIN,"asin=""B07DD9865C""",-,b07dd9865c,1299,18,1.39%,0.9,0.0,16.28,0,0.0,22,"b07dd9865c Floral ASIN asin=""B07DD9865C""",b07dd9865c Floral,59.04545454545455,0.7400000000000001,0.0
25-May-21,31-May-21,Floral,ASIN,"asin=""B0757HTB3P""",-,b0757htb3p,489,11,2.25%,1.57,24.99,17.24,68.99%,1.45,6,"b0757htb3p Floral ASIN asin=""B0757HTB3P""",b0757htb3p Floral,81.5,2.873333333333333,4.165
25-May-21,19-Jun-21,Floral,ASIN,"asin=""B07KYXRLSN""",-,b07kyxrlsn,20399,220,1.08%,1.1,459.82,242.1,52.65%,1.9,25,"b07kyxrlsn Floral ASIN asin=""B07KYXRLSN""",b07kyxrlsn Floral,815.96,9.684,18.3928
26-May-21,18-Jun-21,Floral,ASIN,"asin=""B07MR15921""",-,b07mr15921,600,10,1.67%,0.98,0.0,9.83,0,0.0,23,"b07mr15921 Floral ASIN asin=""B07MR15921""",b07mr15921 Floral,26.08695652173913,0.4273913043478261,0.0
27-May-21,18-Jun-21,Floral,ASIN,"asin=""B07FYLCGPT""",-,b07fylcgpt,577,13,2.25%,1.14,24.99,14.78,59.14%,1.69,22,"b07fylcgpt Floral ASIN asin=""B07FYLCGPT""",b07fylcgpt Floral,26.227272727272727,0.6718181818181818,1.1359090909090908
26-May-21,18-Jun-21,Floral,ASIN,"asin=""B082DCX76S""",-,b082dcx76s,983,24,2.44%,1.04,49.98,24.97,49.96%,2.0,23,"b082dcx76s Floral ASIN asin=""B082DCX76S""",b082dcx76s Floral,42.73913043478261,1.0856521739130434,2.1730434782608694
13-Jun-21,13-Jun-21,Floral,ASIN,"asin=""B07DDBC5LF""",-,b07ddbc5lf,16,1,6.25%,1.31,0.0,1.31,0,0.0,1,"b07ddbc5lf Floral ASIN asin=""B07DDBC5LF""",b07ddbc5lf Floral,16.0,1.31,0.0
25-May-21,13-Jun-21,Floral,ASIN,"asin=""B07FP3NYST""",-,b07fp3nyst,7693,56,0.73%,0.79,49.98,44.06,88.16%,1.13,19,"b07fp3nyst Floral ASIN asin=""B07FP3NYST""",b07fp3nyst Floral,404.89473684210526,2.318947368421053,2.6305263157894734
26-May-21,18-Jun-21,Floral,ASIN,"asin=""B07V4BGBG8""",-,b07v4bgbg8,1180,13,1.10%,0.92,0.0,11.91,0,0.0,23,"b07v4bgbg8 Floral ASIN asin=""B07V4BGBG8""",b07v4bgbg8 Floral,51.30434782608695,0.5178260869565218,0.0
25-May-21,16-Jun-21,Floral,ASIN,"asin=""B0757H6FSM""",-,b0757h6fsm,2033,26,1.28%,1.31,74.97,34.14,45.54%,2.2,22,"b0757h6fsm Floral ASIN asin=""B0757H6FSM""",b0757h6fsm Floral,92.4090909090909,1.5518181818181818,3.4077272727272727
5-Jun-21,19-Jun-21,Floral,ASIN,"asin=""B08F2PR7JS""",-,b08f2pr7js,5157,40,0.78%,0.76,0.0,30.31,0,0.0,14,"b08f2pr7js Floral ASIN asin=""B08F2PR7JS""",b08f2pr7js Floral,368.35714285714283,2.165,0.0
27-May-21,18-Jun-21,Floral,ASIN,"asin=""B07KYX5MHX""",-,b07kyx5mhx,5964,50,0.84%,0.99,99.96,49.25,49.27%,2.03,22,"b07kyx5mhx Floral ASIN asin=""B07KYX5MHX""",b07kyx5mhx Floral,271.09090909090907,2.2386363636363638,4.543636363636363
29-May-21,29-May-21,Floral,ASIN,"asin=""B07FP4X2RL""",-,b07fp4x2rl,24,1,4.17%,1.26,0.0,1.26,0,0.0,1,"b07fp4x2rl Floral ASIN asin=""B07FP4X2RL""",b07fp4x2rl Floral,24.0,1.26,0.0
2-Jun-21,18-Jun-21,Floral,ASIN,"asin=""B071CHZBKM""",-,b071chzbkm,247,9,3.64%,0.89,0.0,8.04,0,0.0,16,"b071chzbkm Floral ASIN asin=""B071CHZBKM""",b071chzbkm Floral,15.4375,0.5025,0.0
27-May-21,16-Jun-21,Floral,ASIN,"asin=""B07FZKKZG6""",-,b07fzkkzg6,136,5,3.68%,0.8,0.0,3.99,0,0.0,20,"b07fzkkzg6 Floral ASIN asin=""B07FZKKZG6""",b07fzkkzg6 Floral,6.8,0.1995,0.0
26-May-21,17-Jun-21,Floral,ASIN,"asin=""B087L7Q1N5""",-,b087l7q1n5,224,8,3.57%,0.82,24.99,6.55,26.21%,3.82,22,"b087l7q1n5 Floral ASIN asin=""B087L7Q1N5""",b087l7q1n5 Floral,10.181818181818182,0.29772727272727273,1.1359090909090908
4-Jun-21,17-Jun-21,Floral,ASIN,"asin=""B01AVH0K4C""",-,b01avh0k4c,1165,12,1.03%,0.95,49.98,11.44,22.89%,4.37,13,"b01avh0k4c Floral ASIN asin=""B01AVH0K4C""",b01avh0k4c Floral,89.61538461538461,0.88,3.8446153846153845
25-May-21,16-Jun-21,Floral,ASIN,"asin=""B07Z52GJMN""",-,b07z52gjmn,146,4,2.74%,1.19,0.0,4.77,0,0.0,22,"b07z52gjmn Floral ASIN asin=""B07Z52GJMN""",b07z52gjmn Floral,6.636363636363637,0.2168181818181818,0.0
8-Jun-21,8-Jun-21,Floral,ASIN,"asin=""B071D2YSPM""",-,b071d2yspm,9,1,11.11%,0.67,0.0,0.67,0,0.0,1,"b071d2yspm Floral ASIN asin=""B071D2YSPM""",b071d2yspm Floral,9.0,0.67,0.0
27-May-21,15-Jun-21,Floral,ASIN,"asin=""B0757GLR1F""",-,b0757glr1f,1268,17,1.34%,1.21,24.99,20.5,82.03%,1.22,19,"b0757glr1f Floral ASIN asin=""B0757GLR1F""",b0757glr1f Floral,66.73684210526316,1.0789473684210527,1.3152631578947367
28-May-21,29-May-21,Floral,ASIN,"asin=""B082DCSYCK""",-,b082dcsyck,112,2,1.79%,2.55,0.0,5.1,0,0.0,1,"b082dcsyck Floral ASIN asin=""B082DCSYCK""",b082dcsyck Floral,112.0,5.1,0.0
14-Jun-21,16-Jun-21,Floral,ASIN,"asin=""B088BB23RD""",-,b088bb23rd,51,2,3.92%,0.47,0.0,0.94,0,0.0,2,"b088bb23rd Floral ASIN asin=""B088BB23RD""",b088bb23rd Floral,25.5,0.47,0.0
29-May-21,14-Jun-21,Floral,ASIN,"asin=""B08531J5B3""",-,b08531j5b3,41,2,4.88%,1.15,0.0,2.3,0,0.0,16,"b08531j5b3 Floral ASIN asin=""B08531J5B3""",b08531j5b3 Floral,2.5625,0.14375,0.0
30-May-21,30-May-21,Floral,ASIN,"asin=""B07V59GBMY""",-,b07v59gbmy,17,1,5.88%,1.04,0.0,1.04,0,0.0,1,"b07v59gbmy Floral ASIN asin=""B07V59GBMY""",b07v59gbmy Floral,17.0,1.04,0.0
25-May-21,16-Jun-21,Floral,ASIN,"asin=""B07KYWP2MT""",-,b07kywp2mt,3552,24,0.68%,0.98,0.0,23.48,0,0.0,22,"b07kywp2mt Floral ASIN asin=""B07KYWP2MT""",b07kywp2mt Floral,161.45454545454547,1.0672727272727274,0.0
29-May-21,8-Jun-21,Floral,ASIN,"asin=""B01M6B9BGE""",-,b01m6b9bge,258,6,2.33%,0.95,24.99,5.71,22.85%,4.38,10,"b01m6b9bge Floral ASIN asin=""B01M6B9BGE""",b01m6b9bge Floral,25.8,0.571,2.4989999999999997
28-May-21,14-Jun-21,Floral,ASIN,"asin=""B01M8PIPIL""",-,b01m8pipil,162,3,1.85%,1.08,24.99,3.25,13.01%,7.69,17,"b01m8pipil Floral ASIN asin=""B01M8PIPIL""",b01m8pipil Floral,9.529411764705882,0.19117647058823528,1.47
25-May-21,15-Jun-21,Floral,ASIN,"asin=""B01M9I7XHN""",-,b01m9i7xhn,407,6,1.47%,1.07,0.0,6.41,0,0.0,21,"b01m9i7xhn Floral ASIN asin=""B01M9I7XHN""",b01m9i7xhn Floral,19.38095238095238,0.30523809523809525,0.0
25-May-21,17-Jun-21,Floral,ASIN,"asin=""B08GP6TSG4""",-,b08gp6tsg4,1174,25,2.13%,0.85,29.99,21.33,71.12%,1.41,23,"b08gp6tsg4 Floral ASIN asin=""B08GP6TSG4""",b08gp6tsg4 Floral,51.04347826086956,0.927391304347826,1.3039130434782609
27-May-21,19-Jun-21,Floral,ASIN,"asin=""B08GP9CWXR""",-,b08gp9cwxr,1548,35,2.26%,1.19,49.98,41.81,83.65%,1.2,23,"b08gp9cwxr Floral ASIN asin=""B08GP9CWXR""",b08gp9cwxr Floral,67.30434782608695,1.817826086956522,2.1730434782608694
27-May-21,17-Jun-21,Floral,ASIN,"asin=""B08GPDXNN4""",-,b08gpdxnn4,486,11,2.26%,0.85,0.0,9.34,0,0.0,21,"b08gpdxnn4 Floral ASIN asin=""B08GPDXNN4""",b08gpdxnn4 Floral,23.142857142857142,0.44476190476190475,0.0
25-May-21,17-Jun-21,Floral,Exact Ad Group,kids bowls,EXACT,kids bowl,1102,10,0.91%,1.89,29.99,18.94,63.15%,1.58,23,kids bowl Floral Exact Ad Group kids bowls,kids bowl Floral,47.91304347826087,0.8234782608695653,1.3039130434782609
25-May-21,19-Jun-21,Floral,Exact Ad Group,kids bowls,EXACT,kids bowls,7708,63,0.82%,1.89,199.92,118.99,59.52%,1.68,25,kids bowls Floral Exact Ad Group kids bowls,kids bowls Floral,308.32,4.7596,7.9967999999999995
30-May-21,5-Jun-21,Floral,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plate kids,45,4,8.89%,1.63,0.0,6.53,0,0.0,6,bamboo plate kids Floral Exact Ad Group bamboo plates for kids,bamboo plate kids Floral,7.5,1.0883333333333334,0.0
25-May-21,19-Jun-21,Floral,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates for kids,22006,160,0.73%,1.38,1314.48,221.29,16.83%,5.94,25,bamboo plates for kids Floral Exact Ad Group bamboo plates for kids,bamboo plates for kids Floral,880.24,8.8516,52.5792
2-Jun-21,15-Jun-21,Floral,Exact Ad Group,bamboo plates for kids,EXACT,bamboo plates kids,36,4,11.11%,2.5,49.98,10.0,20.01%,5.0,13,bamboo plates kids Floral Exact Ad Group bamboo plates for kids,bamboo plates kids Floral,2.769230769230769,0.7692307692307693,3.8446153846153845
17-Jun-21,18-Jun-21,Floral,Exact Ad Group,kids dishes,EXACT,kid dishes,117,3,2.56%,1.07,0.0,3.21,0,0.0,1,kid dishes Floral Exact Ad Group kids dishes,kid dishes Floral,117.0,3.21,0.0
27-May-21,17-Jun-21,Floral,Exact Ad Group,kids dishes,EXACT,kids dishes,1741,35,2.01%,1.45,124.95,50.85,40.70%,2.46,21,kids dishes Floral Exact Ad Group kids dishes,kids dishes Floral,82.9047619047619,2.4214285714285717,5.95
31-May-21,14-Jun-21,Floral,Exact Ad Group,plates for kids,EXACT,plate for kids,24,3,12.50%,1.28,0.0,3.84,0,0.0,14,plate for kids Floral Exact Ad Group plates for kids,plate for kids Floral,1.7142857142857142,0.2742857142857143,0.0
27-May-21,17-Jun-21,Floral,Exact Ad Group,plates for kids,EXACT,plates for kids,713,17,2.38%,1.73,0.0,29.47,0,0.0,21,plates for kids Floral Exact Ad Group plates for kids,plates for kids Floral,33.95238095238095,1.4033333333333333,0.0
31-May-21,14-Jun-21,Floral,Exact Ad Group,plates for kids,EXACT,plates kids,19,3,15.79%,1.37,0.0,4.1,0,0.0,14,plates kids Floral Exact Ad Group plates for kids,plates kids Floral,1.3571428571428572,0.2928571428571428,0.0
28-May-21,18-Jun-21,Floral,Exact Ad Group,kids plates,EXACT,kid plate,400,6,1.50%,2.02,24.99,12.1,48.42%,2.07,21,kid plate Floral Exact Ad Group kids plates,kid plate Floral,19.047619047619047,0.5761904761904761,1.19
30-May-21,18-Jun-21,Floral,Exact Ad Group,kids plates,EXACT,kid plates,2392,29,1.21%,1.72,124.95,49.74,39.81%,2.51,19,kid plates Floral Exact Ad Group kids plates,kid plates Floral,125.89473684210526,2.6178947368421053,6.576315789473685
28-May-21,17-Jun-21,Floral,Exact Ad Group,kids plates,EXACT,kids plate,1118,13,1.16%,1.83,24.99,23.77,95.12%,1.05,20,kids plate Floral Exact Ad Group kids plates,kids plate Floral,55.9,1.1885,1.2494999999999998
25-May-21,19-Jun-21,Floral,Exact Ad Group,kids plates,EXACT,kids plates,18524,208,1.12%,2.09,874.65,433.96,49.62%,2.02,25,kids plates Floral Exact Ad Group kids plates,kids plates Floral,740.96,17.3584,34.986
5-Jun-21,17-Jun-21,Floral,Exact Ad Group,kids plates and bowls sets,EXACT,kids plate and bowl set,13,2,15.38%,1.42,0.0,2.84,0,0.0,12,kids plate and bowl set Floral Exact Ad Group kids plates and bowls sets,kids plate and bowl set Floral,1.0833333333333333,0.23666666666666666,0.0
18-Jun-21,18-Jun-21,Floral,Exact Ad Group,kids plates and bowls sets,EXACT,kids plates and bowls set,6,1,16.67%,1.77,0.0,1.77,0,0.0,1,kids plates and bowls set Floral Exact Ad Group kids plates and bowls sets,kids plates and bowls set Floral,6.0,1.77,0.0
25-May-21,19-Jun-21,Floral,Exact Ad Group,kids plates and bowls sets,EXACT,kids plates and bowls sets,25362,135,0.53%,1.31,324.87,176.56,54.35%,1.84,25,kids plates and bowls sets Floral Exact Ad Group kids plates and bowls sets,kids plates and bowls sets Floral,1014.48,7.0624,12.9948
26-May-21,17-Jun-21,Floral,Exact Ad Group,toddler bowls and plates,EXACT,toddler bowls and plates,454,22,4.85%,2.05,24.99,45.15,180.67%,0.55,22,toddler bowls and plates Floral Exact Ad Group toddler bowls and plates,toddler bowls and plates Floral,20.636363636363637,2.0522727272727272,1.1359090909090908
13-Jun-21,19-Jun-21,Floral,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plate,11,2,18.18%,1.71,49.98,3.41,6.82%,14.66,6,bamboo kids plate Floral Exact Ad Group bamboo kids plates,bamboo kids plate Floral,1.8333333333333333,0.5683333333333334,8.33
25-May-21,17-Jun-21,Floral,Exact Ad Group,bamboo kids plates,EXACT,bamboo kids plates,2553,49,1.92%,1.57,99.96,76.81,76.84%,1.3,23,bamboo kids plates Floral Exact Ad Group bamboo kids plates,bamboo kids plates Floral,111.0,3.3395652173913044,4.346086956521739
25-May-21,14-Jun-21,Floral,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plate and bowl set,37,4,10.81%,1.34,59.98,5.36,8.94%,11.19,20,toddler plate and bowl set Floral Exact Ad Group toddler plates and bowls set,toddler plate and bowl set Floral,1.85,0.268,2.9989999999999997
25-May-21,19-Jun-21,Floral,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plates and bowls set,3907,94,2.41%,1.89,449.82,177.35,39.43%,2.54,25,toddler plates and bowls set Floral Exact Ad Group toddler plates and bowls set,toddler plates and bowls set Floral,156.28,7.093999999999999,17.9928
27-May-21,27-May-21,Floral,Exact Ad Group,toddler plates and bowls set,EXACT,toddler plates and bowls sets,3,1,33.33%,2.13,24.99,2.13,8.52%,11.73,1,toddler plates and bowls sets Floral Exact Ad Group toddler plates and bowls set,toddler plates and bowls sets Floral,3.0,2.13,24.99
28-May-21,14-Jun-21,Floral,Exact Ad Group,toddler plates and bowls set,EXACT,toddlers plates and bowls sets,6,2,33.33%,1.7,0.0,3.39,0,0.0,17,toddlers plates and bowls sets Floral Exact Ad Group toddler plates and bowls set,toddlers plates and bowls sets Floral,0.35294117647058826,0.19941176470588237,0.0
28-May-21,17-Jun-21,Floral,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plate,9,2,22.22%,1.18,0.0,2.36,0,0.0,20,kids bamboo plate Floral Exact Ad Group kids bamboo plates,kids bamboo plate Floral,0.45,0.118,0.0
26-May-21,18-Jun-21,Floral,Exact Ad Group,kids bamboo plates,EXACT,kids bamboo plates,322,11,3.42%,1.62,49.98,17.83,35.67%,2.8,23,kids bamboo plates Floral Exact Ad Group kids bamboo plates,kids bamboo plates Floral,14.0,0.7752173913043477,2.1730434782608694
31-May-21,4-Jun-21,Floral,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plate,18,2,11.11%,1.88,0.0,3.75,0,0.0,4,bamboo toddler plate Floral Exact Ad Group bamboo toddler plates,bamboo toddler plate Floral,4.5,0.9375,0.0
26-May-21,19-Jun-21,Floral,Exact Ad Group,bamboo toddler plates,EXACT,bamboo toddler plates,757,33,4.36%,2.15,0.0,70.82,0,0.0,24,bamboo toddler plates Floral Exact Ad Group bamboo toddler plates,bamboo toddler plates Floral,31.541666666666668,2.950833333333333,0.0
26-May-21,15-Jun-21,Floral,Broad Ad Group,bamboo kids plates,BROAD,bamboo kids plates and bowl sets,258,11,4.26%,1.26,74.97,13.86,18.49%,5.41,20,bamboo kids plates and bowl sets Floral Broad Ad Group bamboo kids plates,bamboo kids plates and bowl sets Floral,12.9,0.693,3.7485
27-May-21,16-Jun-21,Floral,Broad Ad Group,bamboo kids plates,BROAD,grow forward kids bamboo plates and bowl sets,5,3,60.00%,2.19,0.0,6.56,0,0.0,20,grow forward kids bamboo plates and bowl sets Floral Broad Ad Group bamboo kids plates,grow forward kids bamboo plates and bowl sets Floral,0.25,0.32799999999999996,0.0
11-Jun-21,13-Jun-21,Floral,Broad Ad Group,bamboo kids plates,BROAD,kids plates bamboo,16,2,12.50%,1.92,24.99,3.83,15.33%,6.52,2,kids plates bamboo Floral Broad Ad Group bamboo kids plates,kids plates bamboo Floral,8.0,1.915,12.495
31-May-21,1-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plate toddler,3,2,66.67%,1.72,0.0,3.44,0,0.0,1,bamboo plate toddler Floral Broad Ad Group bamboo toddler plates,bamboo plate toddler Floral,3.0,3.44,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates for toddlers,10,1,10.00%,1.67,24.99,1.67,6.68%,14.96,1,bamboo plates for toddlers Floral Broad Ad Group bamboo toddler plates,bamboo plates for toddlers Floral,10.0,1.67,24.99
28-May-21,17-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,bamboo plates toddler,40,6,15.00%,1.61,0.0,9.65,0,0.0,20,bamboo plates toddler Floral Broad Ad Group bamboo toddler plates,bamboo plates toddler Floral,2.0,0.48250000000000004,0.0
3-Jun-21,18-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,bamboo toddler plates and bowls set,11,3,27.27%,1.39,24.99,4.18,16.73%,5.98,15,bamboo toddler plates and bowls set Floral Broad Ad Group bamboo toddler plates,bamboo toddler plates and bowls set Floral,0.7333333333333333,0.2786666666666667,1.666
25-May-21,16-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,toddler bamboo plates,50,6,12.00%,1.91,0.0,11.44,0,0.0,22,toddler bamboo plates Floral Broad Ad Group bamboo toddler plates,toddler bamboo plates Floral,2.272727272727273,0.52,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,toddler plate bamboo,3,1,33.33%,1.7,0.0,1.7,0,0.0,1,toddler plate bamboo Floral Broad Ad Group bamboo toddler plates,toddler plate bamboo Floral,3.0,1.7,0.0
31-May-21,11-Jun-21,Floral,Broad Ad Group,bamboo toddler plates,BROAD,toddler plates bamboo,7,2,28.57%,1.45,0.0,2.89,0,0.0,11,toddler plates bamboo Floral Broad Ad Group bamboo toddler plates,toddler plates bamboo Floral,0.6363636363636364,0.26272727272727275,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,animal plates for kids,2,1,50.00%,0.91,0.0,0.91,0,0.0,1,animal plates for kids Floral Broad Ad Group kids plates,animal plates for kids Floral,2.0,0.91,0.0
9-Jun-21,9-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,colorful plates kids,1,1,100.00%,1.28,0.0,1.28,0,0.0,1,colorful plates kids Floral Broad Ad Group kids plates,colorful plates kids Floral,1.0,1.28,0.0
18-Jun-21,18-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,cow plate set kids,12,1,8.33%,0.4,0.0,0.4,0,0.0,1,cow plate set kids Floral Broad Ad Group kids plates,cow plate set kids Floral,12.0,0.4,0.0
26-May-21,17-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,dishwasher safe kids plates,39,5,12.82%,1.31,74.97,6.55,8.74%,11.45,22,dishwasher safe kids plates Floral Broad Ad Group kids plates,dishwasher safe kids plates Floral,1.7727272727272727,0.29772727272727273,3.4077272727272727
25-May-21,25-May-21,Floral,Broad Ad Group,kids plates,BROAD,easy to wash plates kids,2,1,50.00%,0.85,0.0,0.85,0,0.0,1,easy to wash plates kids Floral Broad Ad Group kids plates,easy to wash plates kids Floral,2.0,0.85,0.0
31-May-21,31-May-21,Floral,Broad Ad Group,kids plates,BROAD,face plate for kids,115,1,0.87%,0.8,0.0,0.8,0,0.0,1,face plate for kids Floral Broad Ad Group kids plates,face plate for kids Floral,115.0,0.8,0.0
